Model,MDO3014
-99.262,-0.0106
-99.26,-0.0112
-99.258,-0.0106
-99.256,-0.0102
-99.254,-0.0106
-99.252,-0.01
-99.25,-0.0104
-99.248,-0.0114
-99.246,-0.0102
-99.244,-0.0104
-99.242,-0.0108
-99.24,-0.0102
-99.238,-0.0104
-99.236,-0.0108
-99.234,-0.011
-99.232,-0.0108
-99.23,-0.0108
-99.228,-0.011
-99.226,-0.0106
-99.224,-0.011
-99.222,-0.0114
-99.22,-0.011
-99.218,-0.0108
-99.216,-0.0112
-99.214,-0.0102
-99.212,-0.0112
-99.21,-0.0106
-99.208,-0.0112
-99.206,-0.0108
-99.204,-0.0094
-99.202,-0.011
-99.2,-0.01
-99.198,-0.0102
-99.196,-0.011
-99.194,-0.0086
-99.192,-0.0102
-99.19,-0.0108
-99.188,-0.0114
-99.186,-0.0108
-99.184,-0.0102
-99.182,-0.0102
-99.18,-0.0106
-99.178,-0.0116
-99.176,-0.0106
-99.174,-0.011
-99.172,-0.01
-99.17,-0.0122
-99.168,-0.0106
-99.166,-0.0114
-99.164,-0.0102
-99.162,-0.009
-99.16,-0.0126
-99.158,-0.0108
-99.156,-0.0102
-99.154,-0.0114
-99.152,-0.011
-99.15,-0.0114
-99.148,-0.0098
-99.146,-0.0102
-99.144,-0.0094
-99.142,-0.0102
-99.14,-0.0104
-99.138,-0.011
-99.136,-0.011
-99.134,-0.011
-99.132,-0.0106
-99.13,-0.01
-99.128,-0.0118
-99.126,-0.0102
-99.124,-0.01
-99.122,-0.0102
-99.12,-0.0104
-99.118,-0.0116
-99.116,-0.0106
-99.114,-0.0108
-99.112,-0.0112
-99.11,-0.0098
-99.108,-0.011
-99.106,-0.0108
-99.104,-0.0102
-99.102,-0.011
-99.1,-0.0108
-99.098,-0.0112
-99.096,-0.0102
-99.094,-0.0096
-99.092,-0.0106
-99.09,-0.011
-99.088,-0.0114
-99.086,-0.0112
-99.084,-0.0102
-99.082,-0.0112
-99.08,-0.0108
-99.078,-0.0106
-99.076,-0.0114
-99.074,-0.0106
-99.072,-0.0112
-99.07,-0.0118
-99.068,-0.0104
-99.066,-0.0104
-99.064,-0.0102
-99.062,-0.0106
-99.06,-0.0112
-99.058,-0.0114
-99.056,-0.0112
-99.054,-0.0106
-99.052,-0.0112
-99.05,-0.0102
-99.048,-0.0108
-99.046,-0.0116
-99.044,-0.01
-99.042,-0.0108
-99.04,-0.012
-99.038,-0.0106
-99.036,-0.01
-99.034,-0.0114
-99.032,-0.0104
-99.03,-0.0106
-99.028,-0.0114
-99.026,-0.011
-99.024,-0.0106
-99.022,-0.0116
-99.02,-0.0102
-99.018,-0.0112
-99.016,-0.0114
-99.014,-0.0102
-99.012,-0.0118
-99.01,-0.0102
-99.008,-0.0106
-99.006,-0.011
-99.004,-0.0114
-99.002,-0.0122
-99,-0.0112
-98.998,-0.0118
-98.996,-0.0108
-98.994,-0.0096
-98.992,-0.0104
-98.99,-0.0096
-98.988,-0.011
-98.986,-0.0102
-98.984,-0.0112
-98.982,-0.0108
-98.98,-0.0104
-98.978,-0.0104
-98.976,-0.0112
-98.974,-0.0104
-98.972,-0.0112
-98.97,-0.0114
-98.968,-0.0104
-98.966,-0.0114
-98.964,-0.0108
-98.962,-0.0104
-98.96,-0.0106
-98.958,-0.0108
-98.956,-0.0114
-98.954,-0.011
-98.952,-0.0096
-98.95,-0.0106
-98.948,-0.01
-98.946,-0.0116
-98.944,-0.0116
-98.942,-0.0106
-98.94,-0.011
-98.938,-0.0094
-98.936,-0.011
-98.934,-0.0114
-98.932,-0.0108
-98.93,-0.0114
-98.928,-0.011
-98.926,-0.0108
-98.924,-0.011
-98.922,-0.0114
-98.92,-0.0104
-98.918,-0.0106
-98.916,-0.0104
-98.914,-0.0118
-98.912,-0.011
-98.91,-0.0106
-98.908,-0.01
-98.906,-0.01
-98.904,-0.0108
-98.902,-0.0112
-98.9,-0.0114
-98.898,-0.0104
-98.896,-0.011
-98.894,-0.01
-98.892,-0.0114
-98.89,-0.011
-98.888,-0.0094
-98.886,-0.0106
-98.884,-0.0102
-98.882,-0.0106
-98.88,-0.0108
-98.878,-0.0114
-98.876,-0.0116
-98.874,-0.0108
-98.872,-0.012
-98.87,-0.01
-98.868,-0.0104
-98.866,-0.0088
-98.864,-0.0106
-98.862,-0.0106
-98.86,-0.0102
-98.858,-0.0108
-98.856,-0.011
-98.854,-0.0106
-98.852,-0.01
-98.85,-0.0102
-98.848,-0.0114
-98.846,-0.0102
-98.844,-0.0108
-98.842,-0.0108
-98.84,-0.0096
-98.838,-0.0102
-98.836,-0.0108
-98.834,-0.011
-98.832,-0.0116
-98.83,-0.0116
-98.828,-0.0106
-98.826,-0.0102
-98.824,-0.0096
-98.822,-0.0116
-98.82,-0.011
-98.818,-0.0108
-98.816,-0.0102
-98.814,-0.0102
-98.812,-0.0108
-98.81,-0.0098
-98.808,-0.0108
-98.806,-0.0118
-98.804,-0.0108
-98.802,-0.0112
-98.8,-0.0106
-98.798,-0.01
-98.796,-0.0118
-98.794,-0.0108
-98.792,-0.0116
-98.79,-0.0116
-98.788,-0.0106
-98.786,-0.0108
-98.784,-0.0104
-98.782,-0.0096
-98.78,-0.0108
-98.778,-0.0096
-98.776,-0.0114
-98.774,-0.01
-98.772,-0.0106
-98.77,-0.0106
-98.768,-0.0102
-98.766,-0.011
-98.764,-0.0112
-98.762,-0.0116
-98.76,-0.011
-98.758,-0.011
-98.756,-0.0108
-98.754,-0.0116
-98.752,-0.0102
-98.75,-0.0102
-98.748,-0.0118
-98.746,-0.011
-98.744,-0.0112
-98.742,-0.0114
-98.74,-0.0106
-98.738,-0.0114
-98.736,-0.0104
-98.734,-0.0106
-98.732,-0.01
-98.73,-0.0102
-98.728,-0.01
-98.726,-0.0108
-98.724,-0.0116
-98.722,-0.011
-98.72,-0.011
-98.718,-0.0108
-98.716,-0.0104
-98.714,-0.0108
-98.712,-0.0106
-98.71,-0.0106
-98.708,-0.0112
-98.706,-0.0124
-98.704,-0.0108
-98.702,-0.011
-98.7,-0.0104
-98.698,-0.0102
-98.696,-0.0102
-98.694,-0.0106
-98.692,-0.0122
-98.69,-0.0116
-98.688,-0.0102
-98.686,-0.01
-98.684,-0.0102
-98.682,-0.0106
-98.68,-0.0114
-98.678,-0.0102
-98.676,-0.0112
-98.674,-0.0114
-98.672,-0.011
-98.67,-0.0108
-98.668,-0.0108
-98.666,-0.0104
-98.664,-0.0108
-98.662,-0.0096
-98.66,-0.0104
-98.658,-0.0106
-98.656,-0.011
-98.654,-0.0118
-98.652,-0.0104
-98.65,-0.0108
-98.648,-0.0102
-98.646,-0.011
-98.644,-0.0106
-98.642,-0.0098
-98.64,-0.011
-98.638,-0.0122
-98.636,-0.0108
-98.634,-0.0108
-98.632,-0.0102
-98.63,-0.011
-98.628,-0.0116
-98.626,-0.009
-98.624,-0.0112
-98.622,-0.0112
-98.62,-0.01
-98.618,-0.011
-98.616,-0.0098
-98.614,-0.0104
-98.612,-0.012
-98.61,-0.0104
-98.608,-0.0116
-98.606,-0.011
-98.604,-0.0104
-98.602,-0.011
-98.6,-0.01
-98.598,-0.0112
-98.596,-0.0114
-98.594,-0.0096
-98.592,-0.0106
-98.59,-0.0112
-98.588,-0.0114
-98.586,-0.011
-98.584,-0.0102
-98.582,-0.0116
-98.58,-0.011
-98.578,-0.0102
-98.576,-0.0108
-98.574,-0.0104
-98.572,-0.0116
-98.57,-0.0112
-98.568,-0.0104
-98.566,-0.0102
-98.564,-0.0106
-98.562,-0.0106
-98.56,-0.0112
-98.558,-0.0104
-98.556,-0.0102
-98.554,-0.0114
-98.552,-0.0106
-98.55,-0.0114
-98.548,-0.0104
-98.546,-0.0102
-98.544,-0.0102
-98.542,-0.0114
-98.54,-0.0114
-98.538,-0.0108
-98.536,-0.0094
-98.534,-0.0108
-98.532,-0.01
-98.53,-0.0104
-98.528,-0.0106
-98.526,-0.0108
-98.524,-0.0106
-98.522,-0.0114
-98.52,-0.0114
-98.518,-0.01
-98.516,-0.0108
-98.514,-0.01
-98.512,-0.0118
-98.51,-0.012
-98.508,-0.0116
-98.506,-0.0108
-98.504,-0.0114
-98.502,-0.0118
-98.5,-0.0104
-98.498,-0.0106
-98.496,-0.0104
-98.494,-0.0108
-98.492,-0.0104
-98.49,-0.011
-98.488,-0.0102
-98.486,-0.0106
-98.484,-0.0104
-98.482,-0.01
-98.48,-0.0112
-98.478,-0.0096
-98.476,-0.0114
-98.474,-0.0112
-98.472,-0.0102
-98.47,-0.0102
-98.468,-0.0104
-98.466,-0.0102
-98.464,-0.0106
-98.462,-0.0108
-98.46,-0.0098
-98.458,-0.0114
-98.456,-0.0106
-98.454,-0.0086
-98.452,-0.0102
-98.45,-0.009
-98.448,-0.0112
-98.446,-0.0106
-98.444,-0.0112
-98.442,-0.0114
-98.44,-0.0094
-98.438,-0.0102
-98.436,-0.011
-98.434,-0.0106
-98.432,-0.0116
-98.43,-0.0106
-98.428,-0.0108
-98.426,-0.0106
-98.424,-0.0106
-98.422,-0.0114
-98.42,-0.011
-98.418,-0.011
-98.416,-0.0108
-98.414,-0.0112
-98.412,-0.0114
-98.41,-0.0112
-98.408,-0.0092
-98.406,-0.0104
-98.404,-0.011
-98.402,-0.011
-98.4,-0.0114
-98.398,-0.0106
-98.396,-0.0106
-98.394,-0.0106
-98.392,-0.0108
-98.39,-0.0114
-98.388,-0.0116
-98.386,-0.0102
-98.384,-0.0108
-98.382,-0.0108
-98.38,-0.0118
-98.378,-0.0118
-98.376,-0.0102
-98.374,-0.011
-98.372,-0.0102
-98.37,-0.0112
-98.368,-0.0112
-98.366,-0.0108
-98.364,-0.0114
-98.362,-0.0114
-98.36,-0.0108
-98.358,-0.0114
-98.356,-0.0108
-98.354,-0.0108
-98.352,-0.0102
-98.35,-0.0108
-98.348,-0.0114
-98.346,-0.0106
-98.344,-0.0112
-98.342,-0.011
-98.34,-0.011
-98.338,-0.0116
-98.336,-0.0102
-98.334,-0.0106
-98.332,-0.0114
-98.33,-0.0104
-98.328,-0.0106
-98.326,-0.0102
-98.324,-0.0098
-98.322,-0.011
-98.32,-0.0104
-98.318,-0.0102
-98.316,-0.0092
-98.314,-0.01
-98.312,-0.0102
-98.31,-0.011
-98.308,-0.011
-98.306,-0.011
-98.304,-0.0112
-98.302,-0.0112
-98.3,-0.0104
-98.298,-0.0104
-98.296,-0.0116
-98.294,-0.0108
-98.292,-0.0114
-98.29,-0.0114
-98.288,-0.0098
-98.286,-0.0114
-98.284,-0.011
-98.282,-0.01
-98.28,-0.0114
-98.278,-0.0104
-98.276,-0.0106
-98.274,-0.0102
-98.272,-0.0102
-98.27,-0.0098
-98.268,-0.0108
-98.266,-0.0114
-98.264,-0.011
-98.262,-0.0106
-98.26,-0.0106
-98.258,-0.0102
-98.256,-0.0108
-98.254,-0.0118
-98.252,-0.0114
-98.25,-0.0112
-98.248,-0.0114
-98.246,-0.0102
-98.244,-0.0112
-98.242,-0.0098
-98.24,-0.0108
-98.238,-0.0114
-98.236,-0.0114
-98.234,-0.0104
-98.232,-0.0098
-98.23,-0.0102
-98.228,-0.0106
-98.226,-0.0106
-98.224,-0.0108
-98.222,-0.0112
-98.22,-0.01
-98.218,-0.0106
-98.216,-0.01
-98.214,-0.0112
-98.212,-0.0106
-98.21,-0.01
-98.208,-0.0112
-98.206,-0.011
-98.204,-0.0102
-98.202,-0.012
-98.2,-0.0096
-98.198,-0.0102
-98.196,-0.0112
-98.194,-0.011
-98.192,-0.0114
-98.19,-0.0102
-98.188,-0.0102
-98.186,-0.0102
-98.184,-0.0096
-98.182,-0.0112
-98.18,-0.0112
-98.178,-0.0106
-98.176,-0.011
-98.174,-0.0104
-98.172,-0.0106
-98.17,-0.0112
-98.168,-0.0114
-98.166,-0.0112
-98.164,-0.0108
-98.162,-0.0106
-98.16,-0.0108
-98.158,-0.0084
-98.156,-0.011
-98.154,-0.0106
-98.152,-0.01
-98.15,-0.0102
-98.148,-0.0096
-98.146,-0.011
-98.144,-0.0106
-98.142,-0.0102
-98.14,-0.01
-98.138,-0.0112
-98.136,-0.0102
-98.134,-0.0112
-98.132,-0.0108
-98.13,-0.0106
-98.128,-0.0112
-98.126,-0.0102
-98.124,-0.0112
-98.122,-0.0106
-98.12,-0.0108
-98.118,-0.0106
-98.116,-0.0102
-98.114,-0.0104
-98.112,-0.0084
-98.11,-0.0102
-98.108,-0.0108
-98.106,-0.011
-98.104,-0.0108
-98.102,-0.0114
-98.1,-0.0108
-98.098,-0.0108
-98.096,-0.011
-98.094,-0.0102
-98.092,-0.01
-98.09,-0.0106
-98.088,-0.011
-98.086,-0.0108
-98.084,-0.0104
-98.082,-0.0108
-98.08,-0.011
-98.078,-0.0102
-98.076,-0.0106
-98.074,-0.0094
-98.072,-0.0104
-98.07,-0.0106
-98.068,-0.0104
-98.066,-0.011
-98.064,-0.0106
-98.062,-0.0102
-98.06,-0.011
-98.058,-0.0108
-98.056,-0.0112
-98.054,-0.0108
-98.052,-0.0102
-98.05,-0.0108
-98.048,-0.01
-98.046,-0.0116
-98.044,-0.0116
-98.042,-0.0104
-98.04,-0.011
-98.038,-0.01
-98.036,-0.01
-98.034,-0.0102
-98.032,-0.0098
-98.03,-0.01
-98.028,-0.0112
-98.026,-0.0104
-98.024,-0.0106
-98.022,-0.0112
-98.02,-0.0106
-98.018,-0.011
-98.016,-0.011
-98.014,-0.0106
-98.012,-0.0108
-98.01,-0.0106
-98.008,-0.0104
-98.006,-0.0104
-98.004,-0.0106
-98.002,-0.0108
-98,-0.0108
-97.998,-0.0128
-97.996,-0.0114
-97.994,-0.0106
-97.992,-0.0094
-97.99,-0.0096
-97.988,-0.01
-97.986,-0.0106
-97.984,-0.0108
-97.982,-0.0102
-97.98,-0.0106
-97.978,-0.0102
-97.976,-0.0106
-97.974,-0.0112
-97.972,-0.01
-97.97,-0.0108
-97.968,-0.0114
-97.966,-0.0106
-97.964,-0.0108
-97.962,-0.0102
-97.96,-0.0112
-97.958,-0.0116
-97.956,-0.0104
-97.954,-0.011
-97.952,-0.01
-97.95,-0.0094
-97.948,-0.012
-97.946,-0.0106
-97.944,-0.0106
-97.942,-0.0106
-97.94,-0.0102
-97.938,-0.01
-97.936,-0.0096
-97.934,-0.0106
-97.932,-0.0112
-97.93,-0.0108
-97.928,-0.01
-97.926,-0.0102
-97.924,-0.0096
-97.922,-0.0104
-97.92,-0.011
-97.918,-0.0108
-97.916,-0.0114
-97.914,-0.0102
-97.912,-0.0106
-97.91,-0.0098
-97.908,-0.01
-97.906,-0.011
-97.904,-0.0102
-97.902,-0.0106
-97.9,-0.0102
-97.898,-0.0098
-97.896,-0.0104
-97.894,-0.0088
-97.892,-0.0102
-97.89,-0.0102
-97.888,-0.0106
-97.886,-0.01
-97.884,-0.0106
-97.882,-0.0104
-97.88,-0.0114
-97.878,-0.0104
-97.876,-0.0106
-97.874,-0.0112
-97.872,-0.0102
-97.87,-0.0108
-97.868,-0.0102
-97.866,-0.0098
-97.864,-0.01
-97.862,-0.011
-97.86,-0.0102
-97.858,-0.0102
-97.856,-0.01
-97.854,-0.0082
-97.852,-0.0092
-97.85,-0.0108
-97.848,-0.01
-97.846,-0.0096
-97.844,-0.0104
-97.842,-0.0104
-97.84,-0.0094
-97.838,-0.0102
-97.836,-0.0094
-97.834,-0.0102
-97.832,-0.0104
-97.83,-0.0096
-97.828,-0.0106
-97.826,-0.0104
-97.824,-0.0096
-97.822,-0.01
-97.82,-0.01
-97.818,-0.0106
-97.816,-0.0104
-97.814,-0.01
-97.812,-0.0096
-97.81,-0.0088
-97.808,-0.0102
-97.806,-0.0104
-97.804,-0.0098
-97.802,-0.01
-97.8,-0.0106
-97.798,-0.01
-97.796,-0.0108
-97.794,-0.0094
-97.792,-0.0096
-97.79,-0.0104
-97.788,-0.0086
-97.786,-0.0114
-97.784,-0.009
-97.782,-0.0102
-97.78,-0.0096
-97.778,-0.0096
-97.776,-0.0094
-97.774,-0.0096
-97.772,-0.0102
-97.77,-0.0102
-97.768,-0.009
-97.766,-0.0092
-97.764,-0.0106
-97.762,-0.01
-97.76,-0.0092
-97.758,-0.0088
-97.756,-0.0102
-97.754,-0.0118
-97.752,-0.0106
-97.75,-0.0104
-97.748,-0.009
-97.746,-0.0088
-97.744,-0.011
-97.742,-0.0098
-97.74,-0.01
-97.738,-0.01
-97.736,-0.0094
-97.734,-0.0102
-97.732,-0.01
-97.73,-0.01
-97.728,-0.0106
-97.726,-0.0098
-97.724,-0.0114
-97.722,-0.0096
-97.72,-0.0094
-97.718,-0.0102
-97.716,-0.0098
-97.714,-0.0098
-97.712,-0.0104
-97.71,-0.01
-97.708,-0.0104
-97.706,-0.0102
-97.704,-0.0094
-97.702,-0.0104
-97.7,-0.009
-97.698,-0.0098
-97.696,-0.01
-97.694,-0.0094
-97.692,-0.0098
-97.69,-0.0104
-97.688,-0.0102
-97.686,-0.0114
-97.684,-0.01
-97.682,-0.0094
-97.68,-0.0102
-97.678,-0.01
-97.676,-0.0088
-97.674,-0.0102
-97.672,-0.01
-97.67,-0.01
-97.668,-0.01
-97.666,-0.0102
-97.664,-0.0092
-97.662,-0.0098
-97.66,-0.0102
-97.658,-0.0096
-97.656,-0.01
-97.654,-0.01
-97.652,-0.0092
-97.65,-0.0096
-97.648,-0.0086
-97.646,-0.0096
-97.644,-0.011
-97.642,-0.0108
-97.64,-0.0102
-97.638,-0.0104
-97.636,-0.0088
-97.634,-0.0098
-97.632,-0.01
-97.63,-0.009
-97.628,-0.012
-97.626,-0.0094
-97.624,-0.0104
-97.622,-0.009
-97.62,-0.0094
-97.618,-0.009
-97.616,-0.01
-97.614,-0.0104
-97.612,-0.0098
-97.61,-0.0096
-97.608,-0.01
-97.606,-0.0092
-97.604,-0.0098
-97.602,-0.0104
-97.6,-0.01
-97.598,-0.0092
-97.596,-0.0096
-97.594,-0.0108
-97.592,-0.0098
-97.59,-0.0096
-97.588,-0.0098
-97.586,-0.0114
-97.584,-0.0108
-97.582,-0.0104
-97.58,-0.009
-97.578,-0.0098
-97.576,-0.0092
-97.574,-0.0096
-97.572,-0.0104
-97.57,-0.0102
-97.568,-0.0098
-97.566,-0.0096
-97.564,-0.01
-97.562,-0.0096
-97.56,-0.007
-97.558,-0.0096
-97.556,-0.0098
-97.554,-0.0096
-97.552,-0.01
-97.55,-0.01
-97.548,-0.01
-97.546,-0.0096
-97.544,-0.0102
-97.542,-0.011
-97.54,-0.0092
-97.538,-0.0096
-97.536,-0.0098
-97.534,-0.0092
-97.532,-0.01
-97.53,-0.0096
-97.528,-0.01
-97.526,-0.0102
-97.524,-0.01
-97.522,-0.0106
-97.52,-0.0102
-97.518,-0.0102
-97.516,-0.0102
-97.514,-0.0102
-97.512,-0.011
-97.51,-0.0108
-97.508,-0.0106
-97.506,-0.011
-97.504,-0.01
-97.502,-0.0106
-97.5,-0.0114
-97.498,-0.0104
-97.496,-0.01
-97.494,-0.0106
-97.492,-0.01
-97.49,-0.0094
-97.488,-0.01
-97.486,-0.01
-97.484,-0.0098
-97.482,-0.0108
-97.48,-0.0104
-97.478,-0.011
-97.476,-0.0094
-97.474,-0.0096
-97.472,-0.0104
-97.47,-0.0112
-97.468,-0.0108
-97.466,-0.0108
-97.464,-0.0102
-97.462,-0.0118
-97.46,-0.0106
-97.458,-0.0116
-97.456,-0.0104
-97.454,-0.0106
-97.452,-0.0102
-97.45,-0.0094
-97.448,-0.0108
-97.446,-0.0112
-97.444,-0.0108
